path,filename,extension,size_bytes,modified_time,supported_video,ignored_incomplete,old_enough,reason
/mnt/spirit-8tb/media/tempTwitter/C A L A M I T Y ! - AGREED 😻 [2028388969843437568].mp4,C A L A M I T Y ! - AGREED 😻 [2028388969843437568].mp4,.mp4,9704021,2026-06-21T02:57:31.501Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/C A L A M I T Y ! - just a tease ✨ [2027094036641660928].mp4,C A L A M I T Y ! - just a tease ✨ [2027094036641660928].mp4,.mp4,13320852,2026-06-21T02:57:27.802Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/DevotedMommy - Hey there ❤️ [2022011223223468032].mp4,DevotedMommy - Hey there ❤️ [2022011223223468032].mp4,.mp4,5373136,2026-06-21T02:57:19.264Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/DevotedMommy - Mommy will get you a treat [2005297181817716736].mp4,DevotedMommy - Mommy will get you a treat [2005297181817716736].mp4,.mp4,3000407,2026-06-21T02:57:21.686Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/Good Girl Kate 💗 - https：⧸⧸t.co⧸928c9r13WB [2030063169293668352].mp4,Good Girl Kate 💗 - https：⧸⧸t.co⧸928c9r13WB [2030063169293668352].mp4,.mp4,1430374,2026-06-21T02:57:33.501Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/Jenna - what do you think？ 😜 [2029554579483074560].mp4,Jenna - what do you think？ 😜 [2029554579483074560].mp4,.mp4,3005655,2026-06-21T02:57:42.629Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/Olivia Jaymes RN - Just checking you're LE pressures...don't mind me. [2029629717851070464].mp4,Olivia Jaymes RN - Just checking you're LE pressures...don't mind me. [2029629717851070464].mp4,.mp4,5123571,2026-06-21T02:57:40.342Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/Sajjal Hussain - helpp me👅 [2011814119737823232].mp4,Sajjal Hussain - helpp me👅 [2011814119737823232].mp4,.mp4,41797942,2026-06-21T02:59:11.831Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/bookmarksList.txt,bookmarksList.txt,.txt,59740,2026-06-21T00:10:51.343Z,no,no,yes,unsupported input
/mnt/spirit-8tb/media/tempTwitter/porn culture - Like a pro [2006073948505554944].mp4,porn culture - Like a pro [2006073948505554944].mp4,.mp4,3059416,2026-06-21T02:59:04.286Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/taeomi - need a cute lil gf？ 🐾🐰🍓 [2030366381145997312].mp4,taeomi - need a cute lil gf？ 🐾🐰🍓 [2030366381145997312].mp4,.mp4,6366648,2026-06-21T02:57:36.231Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/小佬攻🔞 - Chudai.....💦🍌 [2004998889133539332].mp4,小佬攻🔞 - Chudai.....💦🍌 [2004998889133539332].mp4,.mp4,189854899,2026-06-21T02:58:26.493Z,yes,no,no,modified less than 120s ago
/mnt/spirit-8tb/media/tempTwitter/𝓣𝓱𝓮 𝓟𝓾𝓫𝓵𝓲𝓬 𝓟𝓮𝓪𝓬𝓱 🍑 - For all the critics telling me to keep going when I get caught…this o... [1998747029745422336].mp4,𝓣𝓱𝓮 𝓟𝓾𝓫𝓵𝓲𝓬 𝓟𝓮𝓪𝓬𝓱 🍑 - For all the critics telling me to keep going when I get caught…this o... [1998747029745422336].mp4,.mp4,7189060,2026-06-21T02:57:45.383Z,yes,no,no,modified less than 120s ago
